Passenger Name,Review Date,Airline Name,Airline Average Rating,Cabin Flown,Passenger Overall Rating,Overall Value for Money,Seat and Cabin Space,Customer Service,In Flight Entertainment,Baggage Handling,Check-in Process,Meals and Beverages,Recommend Airline,Passenger Review Text
Ritesh,"August 15, 2019",Indigo,3.6,Flew Economy Class,1.0,1,1,1,1,1,1,0,No,"I have booked the ticket from Varanasi delhi for the 15 august 19. once reached at airport and trying to check in but due non availability of the student ID card they did not allow to travel me although i have sown him my adhhar card, passport as well. they were trying to conveyance me that i have done big crime if i am not caring my Student card. although. we ( Indigo) are best and rule and regulation service provider but actually they are not. they discussing with abusing word.  I have requested many time that,  ticket was book by me in student quota by mistake.  after ward they  did not allowed to travel. also they did not refund my money. apart from that they were asking to book new ticket it was approximately 11000 INR"
Ashkan,"February 21, 2018",Iran Air And Iran Air Tour,8.0,Flew Economy Class,10.0,5,4,5,4,,,5,Yes,I think iran air is one of the best airlines in iran
Javad,"January 24, 2017",Iran Air And Iran Air Tour,8.0,Flew Economy,10.0,5,5,5,4,,,5,Yes,"The best Airline , nice cabin crew , best food and good portion size, air craft was old but the landing was amazing. Thanks to their best pilot’s."
Eli,"June 22, 2016",Iran Air And Iran Air Tour,8.0,Flew Business,1.0,1,1,1,0,,,1,No,"Its the worst airline i have ever seen , aircrafts are old , seats are small and uncomfortable, flight attendants were not nice and the flights are delayed most of the time, and the food was so bad , and its price is expensive"
Parham,"February 10, 2016",Iran Air And Iran Air Tour,8.0,Flew Business,8.0,4,4,4,2,,,4,Yes,"I travelled on board Homa Class (business class) of Iran Air A306 and A313 between London and Tehran in Dec 2015 and Jan 2016, respectively."
John,"January 26, 2015",Iran Air And Iran Air Tour,8.0,Flew Economy,10.0,4,4,4,2,,,5,Yes,I was onboard of Airbus A300-600 from London to Tehran . It was old Aircraft due to US sacntion however foods and serving were excellent. Will recommend for 100% specially if you have you laptop or tabllet to play during the flight. I flown with many airlines but the amount and quality of the foods that you get in Iran air are exceptional .
mohas,"January 1, 2014",Iran Air And Iran Air Tour,8.0,Flew Economy,9.0,4,5,5,3,,,5,Yes,I REALLY ENJOYED FROM IRAN AIR .ESPECIALLY FROM THE MEAL
Lars,"January 6, 2017",Iran Aseman Airlines,3.0,Flew Economy,5.0,3,4,4,0,,,4,No,"Interesting to fly a Boeing 727 from Teheran to Jerevan. Very old plane, still working !"
Hanadi,"August 30, 2016",Iran Aseman Airlines,3.0,Flew Economy,1.0,3,3,1,0,,,1,No,"They used very old type of airplane , my sister get sick  and the only help they gave was a box of tissue then they took it away because other passenger feel sick too"
Jay,"January 5, 2019",Iraqi Airways,5.3,Flew Economy Class,10.0,5,5,5,4,,,5,Yes,Great Airline it was better than my expectations. The crew were friendly. Food is delicious . Tne planes are new and clean but It can be alittle late so it’s not for u if u r in a hurry; it’s cheap anyways. In genaral I liked my experience with Iraqi Airways.
Joseph,"June 29, 2017",Iraqi Airways,5.3,Flew Economy,7.0,4,3,3,1,,,5,Yes,"Eventhough it wasn’t the best airways, but it was better than my expectations. The crew is old, and this was the only problem really. Food is delicious but not great looking for non middle easterns. It can be alittle late so it’s not for u if u r in a hurry; it’s cheap anyways. For a country which was in an economic siege and was it is honestly not that bad"
Osame,"June 22, 2017",Iraqi Airways,5.3,Flew Economy,9.0,4,4,4,2,,,4,Yes,Good!
Adam,"February 3, 2017",Iraqi Airways,5.3,Flew Economy,9.0,4,5,5,4,,,5,Yes,"I enjoyed flying with Iraqi airways , the food just so good , nice crew , new plane actually , not too accurate with time , but overall , they are good , much better than before"
Hasan,"August 28, 2016",Iraqi Airways,5.3,Flew Economy,8.0,2,3,1,2,,,3,Yes,"There are problems with the times of flight that always late,, The stuff are old age without any standard value to be in this job. The prices is too high for domestics flights and most of international fights. Bad ground services in Baghdad International Airports."
Ahmed,"August 27, 2016",Iraqi Airways,5.3,Flew Economy,10.0,5,5,5,5,,,5,Yes,"I booked with Iraqi Airways since it was very cheap ticetts ~450$ 2 way from Stockholm – Baghdad – Stockholm. Comparing this price with other airlines is about half of the price. I loved the entertainment system and enjoyed 2 great movies on the way to Baghdad. The service was ok, had 2 meals for the whole flight and unlimited drinks and sweets. Prefect for my movies ;-). The take off and landings were smooth and comfortable. I’ve heard that Iraqi pilots have a tendancy of doing smooth landings. The overall experience was great and we landed 10 minutes before arrival time so I couldn’t get any better. It was their B737-800 if I remember correct from the safety video."
Sarrah,"July 4, 2016",Iraqi Airways,5.3,Flew Economy,1.0,5,1,1,1,,,1,No,Okay so first of all the food was just just disgusting and no taste in it and very cold.. just not for humans..the service wasn’t really good the staff make u feel like u r a trouble for them it’s like not there obligations.. And the flight seats and window wasn’t really clean and not really comfortable…it was a bad experience
Ghaith,"May 27, 2016",Iraqi Airways,5.3,Flew Economy,9.0,4,4,5,5,,,5,Yes,Very good
rico,"February 22, 2016",Iraqi Airways,5.3,Flew Economy,1.0,2,4,1,1,,,1,No,"All of the crew were old aged, i was in isle seat, she put 3 sets of food on my table and told me to hand it out to the passengers next to me, after that, she parked the trolley in the middle and moving up and down to collect the rubbish and every time time hitting my arms without even saying sorry. i asked for headphones, she said no we dont have it, when i was coming out of the flight all the business class seats had headphones, food was cold and service was -0. the tea lady, i said excuse me dear do u have tea? she shook her head as no, i said tea? she shook her head up and down meaning yes, this was the worst experience on my life in flying, but i will tell you this, i will never ever use IA again not i will ever allow any colls to …"
Naz,"November 22, 2015",Iraqi Airways,5.3,Flew Economy,5.0,1,2,2,2,,,2,No,Not good
Alaa,"October 6, 2015",Iraqi Airways,5.3,Flew Economy,9.0,5,4,4,4,,,3,Yes,Safe and good overall
Rebaz,"October 1, 2015",Iraqi Airways,5.3,Flew Economy,1.0,3,0,0,0,,,0,No,"The worst airline i ever met! I have booked online on August,  suppose to fly from Erbil to Berlin on September,  but all flight were suspended without informing me inadvance,  i have to pay 1000 euro to book somewhere else,  now they are not ready to pay my money back! Never fly fly with them and do the mistake i did! Thanks"
Ali,"August 10, 2015",Iraqi Airways,5.3,Flew Economy,1.0,3,1,1,1,,,2,No,"I wish Iraq would do just one thing right, Customer service is non existing, staff have no clue on how to be attendants, they are rude old and miserable and are simply not bothered to do the job."
Joe,"September 16, 2014",Iraqi Airways,5.3,Flew Economy,1.0,1,2,3,1,,,2,No,"Don’t even bother booking, bad service and delays."
Ali,"April 7, 2014",Iraqi Airways,5.3,Flew Economy,2.0,4,3,2,0,,,2,No,"Bad service and bored flight with no inflight entertainment, and the cabin crew !!! Old and unfriendly"
Rita,"April 27, 2014",Israir,0.0,Flew Economy,0.0,1,2,1,1,,,1,No,The flight was an hour late and we were only advised once seated in the plane with our belts on. This airline SELLS water…. Disgrace.  A can of coke for 3$ – a CAN. No entertainment throughout the 4 hour flight. If I get the chance to never ever fly with this airline again – I won’t. EDITORS COMMENT: Being a low cost carrier it is unfortunately standard that water be purchased in many cases
Catherine,"June 12, 2023",Japan Airlines,7.9,Flew Economy Class,3.0,3,3,1,2,3,2,2,No,How language and culture barriers can ruining an entire travel experiences.
Faze,"May 23, 2023",Japan Airlines,7.9,Flew First Class,9.0,5,5,5,3,5,4,5,Yes,Flew them First Class from Chicago to Tokyo using miles in November and it was an absolute pleasure. The First Suites/Cabin is now abit dated and needs a refresh but solid product still and excellent crew and catering! Can read a full review here: https://www.wanderupfront.com/japan-airlines-first-class-to-tokyo/
